id,bookTitle,page,pageLoc,type,bookID,bookPg,bookType,anchorText,itemType,date,author,language
136,Lettre à M. D'Alembert,414,a,Quotation,https://derridas-margins.princeton.edu/titles/207/,224-225,Book,"Œ‚ŒæMais quels seront enfin les objets de ce spectacleŒæ? qu'y montrera-tonŒæ? Rien, si l'on veut. Avec la liberté, partout oí_
règne l'affluence, le bien-íÈtre y règne aussi. Plantez au milieu d'une place un piquet couronné de fleurs, rassemblez-y le
peuple, et vous aurez une fíÈte. Faites mieux encoreŒæ: donnez les spectateurs en spectacleŒæ; rendez-les acteurs eux-míÈmesŒæ; faites que chacun se voie et s'aime dans les autres, afin que tous en soient mieux unis.ŒæŒé *Lettre à M. d'Alembert*, pp. 224-225.)",NA,1758,"Rousseau, Jean-Jacques",fr
136,Lettre à M. D'Alembert,411,c,Quotation,https://derridas-margins.princeton.edu/titles/207/,168,Book,"Œ‚ŒæOutre ces effets du théí¢tre relatifs aux choses *représentées*, il y en a d'autres *non moins nécessaires*, qui se rapportent directement à la *scène* et aux personnages *représentants*Œæ; et c'est à ceux-là que les Genevois déjà cités attribuent le goíét de luxe, de parure et de dissipation, dont ils craignent avec raison l'introduction parmi nousŒæŒé.",NA,1758,"Rousseau, Jean-Jacques",fr
136,Lettre à M. D'Alembert,412,b,Quotation,https://derridas-margins.princeton.edu/titles/207/,187-188,Book,Œ‚ŒæQue dirai-je de ceux qui semblent avoir peur de valoir trop par eux-míÈmes et se dégradent jusqu'à représenter des personnages auxquels ils seraient bien fí¢chés de ressemblerŒæ?ŒæŒé,NA,1758,"Rousseau, Jean-Jacques",fr
136,Lettre à M. D'Alembert,413,b,Citation,https://derridas-margins.princeton.edu/titles/207/,225,Book,"Œ‚ŒæQuoiŒæ! ne faut-il donc aucun spectacle dans une républiqueŒæ? Au contraire, il en faut beaucoup. C'est dans les républiques qu'ils sont nés, c'est dans leur sein qu'on les voit briller avec un véritable air de fíÈte.ŒæŒé",NA,1758,"Rousseau, Jean-Jacques",fr
136,Lettre à M. D'Alembert,243,b,Quotation,https://derridas-margins.princeton.edu/titles/207/,204-207,Book,"Car dans une société perverse, l'homme méprise la femme à laquelle il doit obéirŒæ:ŒæŒ‚ŒæLí¢chement dévoués aux volontés du
sexe que nous devrions protéger et non servir, nous avons appris à le mépriser en lui obéissant, à l'outrager par nos soins railleursŒæŒé.",NA,1758,"Rousseau, Jean-Jacques",fr
136,Lettre à M. D'Alembert,416,c,Quotation,https://derridas-margins.princeton.edu/titles/207/,232,Book,"D'autre part, la nudité qui présente le corps lui-míÈme est moins dangereuse que le recours au signifiant vestimentaire, au supplément nordique, à Œ‚Œæl'adroite parureŒæŒé :Œæcelle-ci n'a pas Œ‚Œæmoins son danger qu'une nudité absolue, dont l'habitude tournerait bientíÇt les premiers effets en indifférence, et peut-íÈtre en dégoíétŒæŒé. Œ‚ŒæNe sait-on pas que les statues et les tableaux n'offensent les yeux que quand un mélange de víÈtements rend les nudités obscènesŒæ? Le pouvoir
immédiat des sens est faible et bornéŒæ: c'est par l'entremise de l'imagination qu'ils font leurs plus grands ravagesŒæ; c'est
elle qui prend soin d'irriter les désirs.ŒæŒé (P. 232.)",NA,1758,"Rousseau, Jean-Jacques",fr
136,Lettre à M. D'Alembert,243,c,Quotation,https://derridas-margins.princeton.edu/titles/207/,204,Book,"Et Paris, coupable des dégradations de la langue est encore incriminéŒæ:ŒæŒ‚ŒæEt chaque femme de Paris rassemble dans son appartement un sérail d'hommes plus femmes qu'elle, qui savent rendre à la beauté toutes sortes d'hommages, hors celui
du cÅñur dont elle est digneŒæŒé.",NA,1758,"Rousseau, Jean-Jacques",fr
136,Lettre à M. D'Alembert,416,b,Quotation,https://derridas-margins.princeton.edu/titles/207/,227,Book,"Il faut permettre les plaisirs à une Œ‚Œæjeunesse enjouée et folí¢treŒæŒé pour éviter qu'ŒæŒ‚Œæelle en substitue de plus dangereuxŒæŒé et que Œ‚Œæles tíÈte-à-tíÈte adroitement concertés prennent la place des assemblées publiquesŒæŒé... Œ‚ŒæL'innocente joie aime à s'évaporer au grand jour, mais le vice est ami des ténèbres.ŒæŒé (*Lettre à M. d'Alembert*, p. 227.)",NA,1758,"Rousseau, Jean-Jacques",fr
136,Lettre à M. D'Alembert,248,b,Quotation,https://derridas-margins.princeton.edu/titles/207/,206-207,Book,"Mais l'amour moral dégrade encore l'écriture. Il l'énerve comme il énerve l'homme. Il provoque Œ‚Œæces foules d'ouvrages éphémères qui naissent journellement, n'étant faits que pour amuser des femmes, et n'ayant ni force ni profondeur, volent tous de la toilette au comptoir. C'est le moyen de récrire incessamment les míÈmes et de les rendre toujours nouveaux. On m'en citera deux ou trois qui serviront d'exceptionŒæ; mais moi j'en citerai cent mille qui confirmeront la règle. C'est pour cela que la plupart des productions de notre í¢ge passeront avec luiŒæ; et la postérité croira qu'on fit bien peu de livres dans ce míÈme siècle oí_ l'on en fait tantŒæŒé.",NA,1758,"Rousseau, Jean-Jacques",fr
136,Lettre à M. D'Alembert,243,e,Footnote,https://derridas-margins.princeton.edu/titles/207/,204,Book,"On lira aussi toute la note 1Œæ: l'auteur s'y étonne que Œ‚Œætelle plaisanterie, dont on voit assez l'application, ait été prise en France au pied de la lettre par des gens d'espritŒæŒé.",NA,1758,"Rousseau, Jean-Jacques",fr
136,Lettre à M. D'Alembert,248,c,Footnote,https://derridas-margins.princeton.edu/titles/207/,206,Book,Voir aussi la note de la p. 206.,NA,1758,"Rousseau, Jean-Jacques",fr
137,Lettre à M. de Saint-Germain du 26 février 1770,217,b,Quotation,https://derridas-margins.princeton.edu/titles/155/,,Book,"Œ‚ŒæA cela près et des vices qui n'ont jamais fait de mal qu'à moi, je puis exposer à tous les yeux une vie irréprochable dans tout le secret de mon cÅñurŒæŒé (à M. de Saint-Germain, 26-2-70).",NA,1770,"Rousseau, Jean-Jacques",fr
138,Lettre à M. Le Noir du 15 janvier 1772,217,c,Quotation,https://derridas-margins.princeton.edu/titles/159/,,Book,"Œ‚ŒæJ'ai de grands vices, mais ils n'ont jamais fait de mal qu'à moiŒæŒé (à M. Le Noir, 15-1-72).",NA,1772,"Rousseau, Jean-Jacques",fr
139,"Lettre à Mersenne, 20 novembre 1629",110,a,Quotation,https://derridas-margins.princeton.edu/titles/208/,230,Book,"Œ‚Œæ... la mauvaise rencontre des lettres, qui feraient souvent des sons désagréables et insupportables à l'ouí¿eŒæ: car toute la différence des inflexions des mots ne s'est faite par l'usage que pour éviter ce défaut, et il est impossible que votre auteur ait pu remédier à cet inconvénient, faisant sa grammaire universelle pour toutes sortes de nationsŒæ; car ce qui est facile et agréable à notre langue, est rude et insupportable aux Allemands, et ainsi des autres.ŒæŒé",NA,1629,"Descartes, René",fr
139,"Lettre à Mersenne, 20 novembre 1629",110,c,Quotation,https://derridas-margins.princeton.edu/titles/208/,230-232,Book,"Œ‚ŒæCar si pour les mots primitifs chacun se sert de ceux de sa langue, il est vrai qu'il n'aura pas tant de peine, mais il ne sera aussi entendu que par ceux de son pays, sinon par écrit, lorsque celui qui le voudra entendre prendra la peine de chercher tous les mots dans le dictionnaire, ce qui est trop ennuyeux pour espérer qu'il passe en usage... Toute l'utilité donc que je vois qui peut réussir de cette invention, c'est pour l'écritureŒæ: à savoir, qu'il fí¬t imprimer un gros dictionnaire en toutes les langues auxquelles il voudrait íÈtre entendu, et mí¬t des caractères communs pour chaque mot primitif, qui répondissent au sens, et non pas aux syllabes, comme un míÈme caractère pour *aimer*, *amare* et *“Ê‘_‘é‘µ‘¿‘_*Œæ; et ceux qui auraient ce dictionnaire, et sauraient sa grammaire, pourraient en cherchant tous ces caractères l'un après l'autre interpréter en leur langue ce qui serait écrit. Mais cela ne serait bon que pour lire des mystères et des révélationsŒæ; car pour d'autres choses, il faudrait n'avoir guère à faire, pour prendre la peine de chercher tous les mots dans un dictionnaire, et ainsi je ne vois pas ceci de grand usage. Mais peut-íÈtre que je me trompeŒæŒé.",NA,1629,"Descartes, René",fr
139,"Lettre à Mersenne, 20 novembre 1629",110,b,Quotation,https://derridas-margins.princeton.edu/titles/208/,231-232,Book,"Cette langue exigerait de surcroí¬t que l'on apprenne les Œ‚Œæmots primitifsŒæŒé de toutes les langues, Œ‚Œæce qui est trop ennuyeuxŒæŒé.",NA,1629,"Descartes, René",fr
139,"Lettre à Mersenne, 20 novembre 1629",109,a,Citation,https://derridas-margins.princeton.edu/titles/208/,229,Book,"En réponse à Mersenne qui lui avait communiqué un placard, d'origine pour nous inconnue, vantant un système de six propositions pour une langue universelle, Descartes commence par dire toute sa méfiance.",NA,1629,"Descartes, René",fr
139,"Lettre à Mersenne, 20 novembre 1629",109,b,Quotation,https://derridas-margins.princeton.edu/titles/208/,229-230,Book,"Il considère avec dédain certaines propositions qui ne seraient destinées selon lui qu'à Œ‚Œæfaire valoir la drogueŒæŒé et Œ‚Œælouer la marchandiseŒæŒé. Et il a Œ‚Œæmauvaise opinion du mot Œ‚Œæ*arcanum*ŒæŒéŒæ:ŒæŒ‚ŒæsitíÇt que je vois seulement le mot d'*arcanum* en quelque proposition, je commence à en avoir mauvaise opinionŒæŒé.",NA,1629,"Descartes, René",fr
140,Lettre à père Bouvet,114,a,Quotation,https://derridas-margins.princeton.edu/titles/80/,,Book,"... les caractères chinois sont peut-estre plus philosophiques et paroissent bastis sur des considérations plus intellectuelles, telles que donnant les nombres, l'ordre et les relationsŒæ; ainsi il n'y a que des traits détachés qui ne butent à aucune ressemblance avec quelque espèce de corps.ŒæŒé",book,1703,"Leibniz, Gottfried Wilhelm",fr
141,Lettre à Vernes,28,e,Quotation,https://derridas-margins.princeton.edu/titles/169/,,Book,"Œ‚ŒæLa Bible est le plus sublime de tous les livresäó_ mais enfin c'est un livreäó_ ce n'est point sur quelques feuilles éparses qu'il faut aller chercher la loi de Dieu, mais dans le cÅñur de l'homme oí_ sa main daigna l'écrireŒæŒé",book,1765,"Rousseau, Jean-Jacques",fr
142,Lettre au prince de Würtemberg du 10 novembre 1663,251,a,Quotation,https://derridas-margins.princeton.edu/titles/153/,(118?),Book,"Œ‚ŒæComme la raison a peu de force, l'intéríÈt seul n'en a pas tant qu'on croit. L'imagination seule est active et l'on n'excite les passions que par l'imaginationŒæŒé.",NA,1663,"Rousseau, Jean-Jacques",fr
143,Logique formelle et logique transcendantale,393,a,Quotation,https://derridas-margins.princeton.edu/titles/123/,386-387,Book,"Le projet husserlien d'une esthétique transcendantale, d'une restauration du Œ‚Œælogos du monde esthétiqueŒæŒé (*Logique formelle et logique transcendantale*) reste soumis, comme à la forme universelle et absolue de l'expérience, à l'instance du *présent vivant*.",book,1957,"Husserl, Edmund",fr
144,"Metaphysische Anfangsgründe der Tugendlehre (in, Die Metaphysik der Sitten)",282,c,Footnote,https://derridas-margins.princeton.edu/titles/75/,,Book,"Est-il utile de signaler ici qu'on retrouve la míÈme problématique de l'exemple et une formulation littéralement identique dans la *Critique de la raison pratique*, certes, mais surtout dans les *Eléments métaphysiques de la doctrine de la vertu* (1797) qui distinguent entre l'exemple comme cas d'une règle pratique (*Exempel*) et l'exemple comme cas particulier dans l'ŒæŒ‚Œæexhibition purement théorique d'un certain concept (*Beispiel*)ŒæŒé, (Œ_ 61) et dans les notes sur la *Pédagogie*, publiées en 1803Œæ?",book,1797,"Kant, Immanuel",de
145,Mon portrait,420,c,Quotation,https://derridas-margins.princeton.edu/titles/211/,1127,Book,Œ‚ŒæJe joí_is encore du plaisir qui n'est plusŒæŒé,bookSection,1959,"Rousseau, Jean-Jacques",fr
146,Nature et histoire dans la pensée de Jean-Jacques Rousseau,384,a,Citation,https://derridas-margins.princeton.edu/titles/156/,30,Journal Article,"Il ne suffit pas, pour échapper à la clíÇture de ce système, de se débarrasser de l'hypothèse ou de l'hypothèque Œ‚ŒæthéologiqueŒæŒé. S'il se prive des facilités théologiques de Condillac en cherchant l'origine naturelle de la société, de la parole et de l'écriture, Rousseau fait jouer aux concepts substitutifs de nature ou d'origine un ríÇle analogue. Et comment croire que le thème de la chute soit absent de ce discoursŒæ? Comment le croire à voir apparaí¬tre le doigt disparaissant de Dieu au moment de la catastrophe dite naturelleŒæ? Les différences entre Rousseau et Condillac seront toujours contenues dans la míÈme clíÇture. On ne pourra poser le problème du modèle de la chute (platonicien ou judéo-chrétien) qu'à l'intérieur de cette clíÇture commune.",journalArticle,1953,"Gouhier, Henri",fr
147,Nouveaux essais sur l'entendement humain,113,d,Footnote,https://derridas-margins.princeton.edu/titles/91/,12,Book,"Œ‚ŒæAussi était-ce la pensée de Golius, célèbre mathématicien et grand connaisseur des langues, que leur langue est artificielle, c'est-à-dire qu'elle a été inventée tout à la fois par quelque habile homme pour établir un commerce de paroles entre quantité de nations différentes qui habitaient ce grand pays que nous appelons la Chine, quoique cette langue pourrait se trouver altérée maintenant par le long usageŒæŒé.",book,1961,"Leibniz, Gottfried Wilhelm",fr
147,Nouveaux essais sur l'entendement humain,113,b,Quotation,https://derridas-margins.princeton.edu/titles/91/,14-15,Book,"Œ‚ŒæIl y a peut-íÈtre quelques langues artificielles qui sont toutes de choix et entièrement arbitraires, comme l'on croit que l'a été celle de la Chine, ou comme le sont celles de Georgius Dalgarnus et de feu M. Wilkins, évíÈque de ChesterŒæŒé.",book,1961,"Leibniz, Gottfried Wilhelm",fr
148,Oeuvres choisies de Vico,367,g,Footnote,https://derridas-margins.princeton.edu/titles/195/,430,Book,"Œ‚ŒæNous croyons avoir victorieusement réfuté l'erreur commune des grammairiens qui prétendent que *la prose précéda les vers*, et après avoir montré dans *l'origine de la poésie*, telle que nous l'avons découverte, *l'origine des langues* et celle *des lettres*.ŒæŒé (Livre II, *De la sagesse poétique*, chap. V, Œ_ 5, trad. Michelet, p. 430).",NA,1946,"Vico, Giambattista",fr
149,Oeuvres complètes de Karl Abraham,206,d,Footnote,https://derridas-margins.princeton.edu/titles/124/,18s-26,Book,"Sans y chercher ici un principe de lecture, nous renvoyons, par curiosité et parmi tant d'autres exemples possibles, à ce que dit Karl Abraham du cyclope, de la peur d'íÈtre aveugle, de l'Åñil, du soleil, de la masturbation, etc., in *ÅÍuvres Complètes*, trad. Ilse Barande. T. II, p. 18 sq.",NA,1966,"Abraham, Karl",fr
150,Omkring sprogteoriens grundlæggelse,85,a,Footnote,https://derridas-margins.princeton.edu/titles/77/,9,Book,"*Omkring*, p. 9, (tr. angl. *Prolegomena*, p. 8).",book,1943,"Hjelmslev, Louis Trolle",da
150,Omkring sprogteoriens grundlæggelse,85,d,Footnote,https://derridas-margins.princeton.edu/titles/77/,12,Book,"Ce qui n'empíÈche pas Hjelmslev de Œ‚Œæs'aventurer à appelerŒæŒé son principe directeur un Œ‚Œæprincipe empiriqueŒæŒé (p. 12, tr. angl. p. 11).",book,1943,"Hjelmslev, Louis Trolle",da
150,Omkring sprogteoriens grundlæggelse,85,b,Footnote,https://derridas-margins.princeton.edu/titles/77/,14,Book,p. 14,book,1943,"Hjelmslev, Louis Trolle",da
151,On the Principles of Phonematics,80,c,Quotation,https://derridas-margins.princeton.edu/titles/165/,51,Journal Article,Sa formalité suppose qu'Œ‚Œæil n'y a aucune connexion nécessaire entre les sons et le langageŒæŒé.,journalArticle,1935,"Hjelmslev, Louis Trolle",en
152,Opuscules et fragments inédits de Leibniz,113,a,Quotation,https://derridas-margins.princeton.edu/titles/94/,497,Book,"Œ‚Œæ*Loqui* est voce articulata signum dare cogitationis suae. *Scribere* est id facere permanentibus in charta ductibus. Quos ad vocem referri non est necesse, ut apparet ex Sinensium characteribusŒæŒé (*Opuscules*, p. 497).",book,1903,"Leibniz, Gottfried Wilhelm",fr
152,Opuscules et fragments inédits de Leibniz,111,a,Quotation,https://derridas-margins.princeton.edu/titles/94/,27,Book,"Œ‚ŒæCependant quoyque cette langue dépende de la vraye philosophie, elle ne dépend pas de sa perfection. C'est à dire
cette langue peut estre établie, quoyque la philosophie ne soit pas parfaiteŒæ: et à mesure que la science des hommes croistra, cette langue croistra aussi. En attendant elle sera d'un secours merveilleux et pour se servir de ce que nous sí_avons, et pour voir ce qui nous manque, et pour inventer les moyens d'y arriver, mais sur tout pour exterminer les controverses dans les matières qui dépendent du raisonnement. Car alors raisonner et calculer sera la míÈme choseŒæŒé.",book,1903,"Leibniz, Gottfried Wilhelm",fr
152,Opuscules et fragments inédits de Leibniz,410,d,Quotation,https://derridas-margins.princeton.edu/titles/94/,,Book,"Comme disait Leibniz, Œ‚Œæ*ad vocem referri non est necesse*ŒæŒé.",book,1903,"Leibniz, Gottfried Wilhelm",fr
152,Opuscules et fragments inédits de Leibniz,112,a,Quotation,https://derridas-margins.princeton.edu/titles/94/,98,Book,"La caractéristique Œ‚Œæespargne l'esprit et l'imagination, dont il faut sur tout menager l'usage. C'est le but principal de
cette grande science que j'ay accoustumé d'appeler Caractéristique, dont ce que nous appelons l'Algèbre, ou Analyse,
n'est qu'une branche fort petiteŒæ: puisque c'est elle qui donne les paroles aux langues, les lettres aux paroles, les chiffres à l'Arithmétique, les notes à la MusiqueŒæ; c'est elle qui nous apprend le secret de fixer le raisonnement, et de l'obliger à laisser comme des traces visibles sur le papier en petit volume, pour estre examiné à loisirŒæ: c'est enfin elle, qui nous fait raisonner à peu de frais, en mettant des caractères à la place des choses, pour desembarrasser l'imaginationŒæŒé.",book,1903,"Leibniz, Gottfried Wilhelm",fr
153,"Organon: Catégories, De L'interprétation",21,b,Quotation,https://derridas-margins.princeton.edu/titles/125/,78,Book,"Œ‚ŒæDe míÈme que l'écriture n'est pas la míÈme pour tous les hommes, les mots parlés ne sont pas non plus les míÈmes, alors que les états de l'í¢me dont ces expressions sont *immédiatement les signes* (*“€‘‡‘_‘µà__‘± “ó“Å“_“‹“_“‰*) sont identiques chez tous, comme sont identiques aussi les choses dont ces états sont les imagesŒæŒé (16 a. Nous soulignons).",book,1959,Aristotle,fr
153,"Organon: Catégories, De L'interprétation",21,a,Quotation,https://derridas-margins.princeton.edu/titles/125/,77,Book,"Si, pour Aristote, par exemple, Œ‚Œæles sons émis par la voix (*“‹à_Á à_ê‘_ “‹àËˆ “Ê“_‘_àËˆ*) sont les symboles des états de l'í¢me (*“ó‘±‘Ÿ‘¬‘_‘±“‹‘± “‹àËÊ“‰ “_“ƒ“ˆàËÊ“‰*) et les mots écrits les symboles des mots émis par la voixŒæŒé (*De l'interprétation* 1, 16 a 3), c'est que la voix, productrice des *premiers symboles*, a un rapport de proximité essentielle et immédiate avec l'í¢me.",book,1959,Aristotle,fr
154,"Ousia et Grammè, note sur une note de Sein und Zeit",100,b,Footnote,https://derridas-margins.princeton.edu/titles/22 ,,Book,"Nous nous permettons de renvoyer ici à un essai (à paraí¬tre), *Ousia et Grammè, note sur une note de* Sein und Zeit.",book,1968,"Derrida, Jacques",fr
155,Pensée formelle et sciences de l'homme,12,c,Citation,https://derridas-margins.princeton.edu/titles/126/,38,Book,"Œ‚ŒæLe symbolisme mathématique est une convention d'écriture, un symbolisme scriptural. C'est seulement par un abus de vocabulaire ou par analogie que l'on parle d'un ""langage mathématique"". L'algorithme est en réalité une ""caractéristique"", il consiste en caractères écrits. Il ne parle pas, sinon par l'intermédiaire d'une langue qui fournit non seulement l'expression phonétique des caractères, mais aussi la formulation des axiomes permettant de déterminer la valeur de ces caractères. Il est vrai qu'à la rigueur on pourrait déchiffrer des caractères inconnus, mais cela suppose toujours un savoir acquis, une pensée déjà formée par l'usage de la parole. Donc, en toutes hypothèses, le symbolisme mathématique est le fruit d'une élaboration secondaire, supposant au préalable l'usage d'un discours et la possibilité de concevoir des conventions explicites. Il n'en reste pas moins que l'algorithme mathématique exprimera des lois formelles de symbolisation, des structures syntaxiques, indépendantes de tel ou tel moyen d'expression particulier.ŒæŒé Sur ces problèmes, cf. aussi G.-G. Granger, *Pensée formelle et sciences de l'homme, p. 38 sq. et notamment pp. 43 et 50 sq. (sur le *Renversement des rapports de la langue orale et de l'écriture).",book,1960,"Granger, Gilles-Gaston",fr
155,Pensée formelle et sciences de l'homme,12,d,Citation,https://derridas-margins.princeton.edu/titles/126/,43,Book,"Œ‚ŒæLe symbolisme mathématique est une convention d'écriture, un symbolisme scriptural. C'est seulement par un abus de vocabulaire ou par analogie que l'on parle d'un ""langage mathématique"". L'algorithme est en réalité une ""caractéristique"", il consiste en caractères écrits. Il ne parle pas, sinon par l'intermédiaire d'une langue qui fournit non seulement l'expression phonétique des caractères, mais aussi la formulation des axiomes permettant de déterminer la valeur de ces caractères. Il est vrai qu'à la rigueur on pourrait déchiffrer des caractères inconnus, mais cela suppose toujours un savoir acquis, une pensée déjà formée par l'usage de la parole. Donc, en toutes hypothèses, le symbolisme mathématique est le fruit d'une élaboration secondaire, supposant au préalable l'usage d'un discours et la possibilité de concevoir des conventions explicites. Il n'en reste pas moins que l'algorithme mathématique exprimera des lois formelles de symbolisation, des structures syntaxiques, indépendantes de tel ou tel moyen d'expression particulier.ŒæŒé Sur ces problèmes, cf. aussi G.-G. Granger, *Pensée formelle et sciences de l'homme, p. 38 sq. et notamment pp. 43 et 50 sq. (sur le *Renversement des rapports de la langue orale et de l'écriture).",book,1960,"Granger, Gilles-Gaston",fr
155,Pensée formelle et sciences de l'homme,12,e,Citation,https://derridas-margins.princeton.edu/titles/126/,50,Book,"Œ‚ŒæLe symbolisme mathématique est une convention d'écriture, un symbolisme scriptural. C'est seulement par un abus de vocabulaire ou par analogie que l'on parle d'un ""langage mathématique"". L'algorithme est en réalité une ""caractéristique"", il consiste en caractères écrits. Il ne parle pas, sinon par l'intermédiaire d'une langue qui fournit non seulement l'expression phonétique des caractères, mais aussi la formulation des axiomes permettant de déterminer la valeur de ces caractères. Il est vrai qu'à la rigueur on pourrait déchiffrer des caractères inconnus, mais cela suppose toujours un savoir acquis, une pensée déjà formée par l'usage de la parole. Donc, en toutes hypothèses, le symbolisme mathématique est le fruit d'une élaboration secondaire, supposant au préalable l'usage d'un discours et la possibilité de concevoir des conventions explicites. Il n'en reste pas moins que l'algorithme mathématique exprimera des lois formelles de symbolisation, des structures syntaxiques, indépendantes de tel ou tel moyen d'expression particulier.ŒæŒé Sur ces problèmes, cf. aussi G.-G. Granger, *Pensée formelle et sciences de l'homme, p. 38 sq. et notamment pp. 43 et 50 sq. (sur le *Renversement des rapports de la langue orale et de l'écriture).",book,1960,"Granger, Gilles-Gaston",fr
156,Phaedrus,70,b,Citation,https://derridas-margins.princeton.edu/titles/212/,170,Book,(Le *Phèdre* (277 e) condamnait précisément l'écriture comme jeu äóñ *paidia* äóñ et opposait cet enfantillage à la gravité sérieuse et adulte (*spoudé*) de la parole.),bookSection,1964,Plato,fr
156,Phaedrus,57,a,Quotation,https://derridas-margins.princeton.edu/titles/212/,166,Book,"Déclaration de principe, vÅñu pieux et violence historique d'une parole ríÈvant sa pleine présence à soi, se vivant comme sa propre résumptionŒæ: soi-disant langage, auto-production de la parole dite vive, capable, disait Socrate, de se proter assistance à elle-míÈme, logos qui croit íÈtre à lui-míÈme son propre père, s'élevant ainsi au-dessus du discours écrit, infans et infirme de ne pouvoir répondre quand on l'interroge et qui, ayant Œ‚Œætoujours besoin de l'assistance de son pèreŒæŒé (“‹‘ËàË_ “ó‘±“‹“Åà_Ÿ“‰ à_ó‘µàË_ ‘Ç‘µàË_“‹‘±‘_ ‘_‘Ë‘‡‘Ÿ‘ËàË_ äóñ *Phèdre* 275 d) doit donc íÈtre né d'une coupure et d'une *expatriation* premières, le vouant à l'errance, à l'aveuglement et au deuil.",bookSection,1964,Plato,fr
156,Phaedrus,26,a,Quotation,https://derridas-margins.princeton.edu/titles/212/,(278a)170,Book,"l'écriture de la vérité dans l'í¢me, opposée par le *Phèdre* (278 a) à la mauvaise écriture (à l'écriture au sens Œ‚ŒæpropreŒæŒé et courant, à l'écriture Œ‚ŒæsensibleŒæŒé, Œ‚Œædans l'espaceŒæŒé)",bookSection,1964,Plato,fr
156,Phaedrus,50,c,Citation,https://derridas-margins.princeton.edu/titles/212/,165,Book,Le mal d'écriture vient du dehors (à_î‘_“_‘Ÿ‘µ‘_) disait déjà le *Phèdre* (275 a).,bookSection,1964,Plato,fr
156,Phaedrus,45,b,Quotation,https://derridas-margins.princeton.edu/titles/212/,,Book,"Rappelons la définition aristotélicienneŒæ: Œ‚ŒæLes sons émis par la voix sont les symboles des états de l'í¢me, et les mots écrits les symboles des mots émis par la voix.ŒæŒé",bookSection,1964,Plato,fr
156,Phaedrus,57,b,Quotation,https://derridas-margins.princeton.edu/titles/212/,,Book,"Soi-disant langage mais parole leurrée de se croire toute vive, et violente de n'íÈtre Œ‚Œæcapable de se défendreŒæŒé (‘Ç“ƒ‘_‘±“‹à_Ÿ“‰ ‘_à__‘_ à_ó‘_àË_‘_‘±‘_ à_ï‘±“ƒ“‹àË‡) qu'en chassant l'autre et d'abord *son* autre, le précipitant *dehors* et *en bas* sous le nom d'écriture.",bookSection,1964,Plato,fr
156,Phaedrus,395,b,Quotation,https://derridas-margins.princeton.edu/titles/212/,166,Book,,bookSection,1964,Plato,fr
157,Phèdre,70,b,Citation,https://derridas-margins.princeton.edu/titles/215/,93,Book,(Le *Phèdre* (277 e) condamnait précisément l'écriture comme jeu äóñ *paidia* äóñ et opposait cet enfantillage à la gravité sérieuse et adulte (*spoudé*) de la parole.),book,1961,Plato,fr
157,Phèdre,70,b,Citation,https://derridas-margins.princeton.edu/titles/214/,292,Book,(Le *Phèdre* (277 e) condamnait précisément l'écriture comme jeu äóñ *paidia* äóñ et opposait cet enfantillage à la gravité sérieuse et adulte (*spoudé*) de la parole.),book,1961,Plato,fr
157,Phèdre,395,b,Quotation,https://derridas-margins.princeton.edu/titles/215/,89-90,Book,"Œ‚ŒæCe qu'il y a de terrible en effet, je pense, dans l'écriture, c'est aussi, *Phèdre*, qu'elle ait véritablement tant de ressemblance avec la peintureŒæŒé (‘_àË_‘_“Åà_Á“ÊàËê’Åà_±) (275 d).",book,1961,Plato,fr
157,Phèdre,57,a,Quotation,https://derridas-margins.princeton.edu/titles/214/,288,Book,"Déclaration de principe, vÅñu pieux et violence historique d'une parole ríÈvant sa pleine présence à soi, se vivant comme sa propre résumptionŒæ: soi-disant langage, auto-production de la parole dite vive, capable, disait Socrate, de se proter assistance à elle-míÈme, logos qui croit íÈtre à lui-míÈme son propre père, s'élevant ainsi au-dessus du discours écrit, infans et infirme de ne pouvoir répondre quand on l'interroge et qui, ayant Œ‚Œætoujours besoin de l'assistance de son pèreŒæŒé (“‹‘ËàË_ “ó‘±“‹“Åà_Ÿ“‰ à_ó‘µàË_ ‘Ç‘µàË_“‹‘±‘_ ‘_‘Ë‘‡‘Ÿ‘ËàË_ äóñ *Phèdre* 275 d) doit donc íÈtre né d'une coupure et d'une *expatriation* premières, le vouant à l'errance, à l'aveuglement et au deuil.",book,1961,Plato,fr
157,Phèdre,57,a,Quotation,https://derridas-margins.princeton.edu/titles/215/,89,Book,"Déclaration de principe, vÅñu pieux et violence historique d'une parole ríÈvant sa pleine présence à soi, se vivant comme sa propre résumptionŒæ: soi-disant langage, auto-production de la parole dite vive, capable, disait Socrate, de se proter assistance à elle-míÈme, logos qui croit íÈtre à lui-míÈme son propre père, s'élevant ainsi au-dessus du discours écrit, infans et infirme de ne pouvoir répondre quand on l'interroge et qui, ayant Œ‚Œætoujours besoin de l'assistance de son pèreŒæŒé (“‹‘ËàË_ “ó‘±“‹“Åà_Ÿ“‰ à_ó‘µàË_ ‘Ç‘µàË_“‹‘±‘_ ‘_‘Ë‘‡‘Ÿ‘ËàË_ äóñ *Phèdre* 275 d) doit donc íÈtre né d'une coupure et d'une *expatriation* premières, le vouant à l'errance, à l'aveuglement et au deuil.",book,1961,Plato,fr
